datetime,open,high,low,close,volume
2025-01-20 04:28:51.977502,1.3004020410562755,1.301688056927504,1.2994158752540172,1.3,5310
2025-01-20 05:28:51.977502,1.2992015364921632,1.2993640156172674,1.2970509885615638,1.2983955071824793,8016
2025-01-20 06:28:51.977502,1.2970454351229632,1.300963528525531,1.2969676601864408,1.2979950743268196,9730
2025-01-20 07:28:51.977502,1.295254907104634,1.3002904096278114,1.2950212339521032,1.2978289962809648,7746
2025-01-20 08:28:51.977502,1.2994717076921571,1.30254501590532,1.2982209631769879,1.298390171090018,4615
2025-01-20 09:28:51.977502,1.2974884119811272,1.2992234391053872,1.29638914225137,1.297748002665981,7348
2025-01-20 10:28:51.977502,1.3001113727109577,1.3004274616887748,1.297319608660055,1.2980531860265583,8834
2025-01-20 11:28:51.977502,1.3005242879664227,1.3023175503133901,1.2994292178817637,1.299737430264825,12707
2025-01-20 12:28:51.977502,1.299374885973652,1.301092598778582,1.2986479736180956,1.2993585075319887,8544
2025-01-20 13:28:51.977502,1.2998294737353322,1.3002997362027968,1.2985819702404566,1.2994849621053317,11394
2025-01-20 14:28:51.977502,1.298464407974014,1.3000516095503487,1.297353083370677,1.2992322325760068,12577
2025-01-20 15:28:51.977502,1.3015715774989363,1.3023057090827377,1.2995270261285103,1.2999443452332673,8714
2025-01-20 16:28:51.977502,1.3005586666676392,1.300826404974669,1.2980529064649127,1.2997675825574382,6580
2025-01-20 17:28:51.977502,1.3018535765190486,1.3021258746467135,1.296668595953857,1.3002354853814535,14188
2025-01-20 18:28:51.977502,1.297449798000259,1.3002225356152053,1.296969855105554,1.3000870864149592,13237
2025-01-20 19:28:51.977502,1.3009067085295798,1.3018201688027826,1.3001888036308633,1.3008026010791318,10362
2025-01-20 20:28:51.977502,1.3007953948631787,1.3036000332940034,1.2978269049566773,1.3008166882558152,11116
2025-01-20 21:28:51.977502,1.3015454017715797,1.3031491599833713,1.2981497983938555,1.3009111684854242,8718
2025-01-20 22:28:51.977502,1.2988981285267027,1.3029946939220896,1.2981728116638431,1.300509113338796,11162
2025-01-20 23:28:51.977502,1.3015198518694686,1.3036541812491176,1.3001910781119663,1.3004353324977804,11383
2025-01-21 00:28:51.977502,1.3020895999677247,1.3027283058737475,1.2987959914747305,1.3003470569359232,13435
2025-01-21 01:28:51.977502,1.2990670008964986,1.3015458440804784,1.2975092721286081,1.300454445559852,12048
2025-01-21 02:28:51.977502,1.3008592281395779,1.302055751061848,1.2991426499058958,1.3000309590226755,12048
2025-01-21 03:28:51.977502,1.3010414755889168,1.3013766692588429,1.3002633729108826,1.3005240961717492,10477
