datetime,open,high,low,close,volume
2025-01-20 04:28:51.977502,108.5422766021346,108.57596408068322,108.30283799921354,108.5,11331
2025-01-20 05:28:51.977502,108.43290844771307,108.61724061132799,108.29093704957393,108.49362707850567,7046
2025-01-20 06:28:51.977502,108.4101104291631,108.64347496521687,108.39733535183372,108.56982765424219,11290
2025-01-20 07:28:51.977502,108.47262226768194,108.67709738078796,108.45557741141454,108.53899989950533,12073
2025-01-20 08:28:51.977502,108.53161894798387,108.637509538731,108.13853190500767,108.55347689184823,11396
2025-01-20 09:28:51.977502,108.26193824395378,108.76037177876461,108.07930156826,108.44518043233533,10230
2025-01-20 10:28:51.977502,108.38088803396954,108.57487203376141,108.372334466705,108.46961232418951,15545
2025-01-20 11:28:51.977502,108.50546634041562,108.55672490879937,108.45295524167975,108.50673170153793,8866
2025-01-20 12:28:51.977502,108.72553661116496,108.76495476007835,108.28064722842774,108.57110773304429,8767
2025-01-20 13:28:51.977502,108.55371827835187,108.57936060847163,108.12355112068212,108.53510228733677,10641
2025-01-20 14:28:51.977502,108.77514493579667,108.89611669637146,108.48173683759664,108.59182748397834,6564
2025-01-20 15:28:51.977502,108.55786314163291,108.66573013600609,108.41585097678069,108.54658462618205,10952
2025-01-20 16:28:51.977502,108.53330560385656,108.68458099408544,108.5304460783243,108.61041617653426,3816
2025-01-20 17:28:51.977502,108.2718968544533,108.98895703532763,108.2601515882003,108.6791773021818,12484
2025-01-20 18:28:51.977502,108.68739255417358,108.7852722360574,108.67178812458069,108.71411841099433,10659
2025-01-20 19:28:51.977502,108.5110027981843,108.87856420794571,108.25726975756581,108.65789625879991,7951
2025-01-20 20:28:51.977502,108.60489137571929,108.66862520097618,108.58977569260082,108.63098777186137,12437
2025-01-20 21:28:51.977502,108.47548836268608,108.70746261877332,108.37801413704601,108.6639334333539,6884
2025-01-20 22:28:51.977502,108.63866705871413,108.64539539826647,108.52278603322202,108.55038423358809,9849
2025-01-20 23:28:51.977502,108.59982637640144,108.61622908518366,108.39683939916311,108.5293284277197,10973
2025-01-21 00:28:51.977502,108.5571817746814,108.65372993510331,108.27709287154904,108.53674630678378,3385
2025-01-21 01:28:51.977502,108.51426278981164,108.5167014448868,108.4628386264032,108.49798551921397,11174
2025-01-21 02:28:51.977502,108.4115181679312,108.48750131491128,108.18659315059033,108.4118154166816,9413
2025-01-21 03:28:51.977502,108.53129554621749,108.63619094969486,108.36005032643818,108.45671056398919,8042
2025-01-21 04:28:51.977502,108.39757379095127,108.45913537614122,108.39291406634003,108.39775320264205,6075
2025-01-21 05:28:51.977502,108.40504350846275,108.47260045452627,108.30224638064341,108.43601330780076,12181
2025-01-21 06:28:51.977502,108.41730411980042,108.46943598364491,108.33620889635698,108.42439217826009,12251
2025-01-21 07:28:51.977502,108.5115407056172,108.55411316040421,108.22917637162878,108.36718443335445,12310
2025-01-21 08:28:51.977502,108.37574518429446,108.40762375040795,108.25747376573082,108.38760746752838,14378
2025-01-21 09:28:51.977502,108.42057717054652,108.44424443557453,108.24384635926572,108.38970939261034,7596
2025-01-21 10:28:51.977502,108.08455784823289,108.42754363138201,108.08109912389526,108.37489456529299,5838
2025-01-21 11:28:51.977502,108.39331725346652,108.53493072013272,108.34637529929869,108.36773285551439,8479
2025-01-21 12:28:51.977502,108.3273460155925,108.51529532974006,108.29856198615059,108.31063359264725,2891
2025-01-21 13:28:51.977502,108.48461034176334,108.5781919076173,108.22023442909622,108.31835855047751,10882
2025-01-21 14:28:51.977502,108.37668651282618,108.5069289387378,108.32603517078839,108.34308201823583,13626
2025-01-21 15:28:51.977502,108.31810661841041,108.39077000582118,108.05360909338388,108.37574023548545,10343
2025-01-21 16:28:51.977502,108.44870342533291,108.47596019932844,108.28321017952425,108.34913039855387,9415
2025-01-21 17:28:51.977502,108.34377886952531,108.54350705640519,108.34324205906972,108.40420972511487,9916
2025-01-21 18:28:51.977502,108.46174093244247,108.5703758697046,108.28270938413371,108.46463430047677,13078
2025-01-21 19:28:51.977502,108.36209001213031,108.5156965047468,108.35195026307876,108.42348533064128,7419
2025-01-21 20:28:51.977502,108.4875042636591,108.60017533140983,108.18120820329875,108.3977557399068,11567
2025-01-21 21:28:51.977502,108.44030022780585,108.58277529497352,108.28778520905075,108.4913767613135,13466
2025-01-21 22:28:51.977502,108.55280283982516,108.61196062875294,108.44996019820933,108.50960850636478,10132
2025-01-21 23:28:51.977502,108.52291030736977,108.55934741272893,108.48020457129472,108.50085572538765,11707
2025-01-22 00:28:51.977502,108.5975865407317,108.69170512215172,108.38474032452103,108.43881502661218,9582
2025-01-22 01:28:51.977502,108.40078485745632,108.76474107077546,108.33850192267637,108.48964101421944,6309
2025-01-22 02:28:51.977502,108.57050826154456,108.62479564903157,108.40424531489586,108.51789199631278,9564
2025-01-22 03:28:51.977502,108.51291156981847,108.7458695015738,108.31162703811506,108.5129190597986,6339
2025-01-22 04:28:51.977502,108.60484769942194,108.72761027544537,108.4024798550772,108.46612142492843,11052
