date,trend_following_allocation,momentum_allocation,mean_reversion_allocation,breakout_swing_allocation,volatility_breakout_allocation,option_spreads_allocation
2024-04-14,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668
2024-04-14,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668
2024-04-15,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668
2024-04-16,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668
2024-04-17,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668
2024-04-18,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668
2024-04-19,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668
2024-04-22,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668
2024-04-23,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668
2024-04-24,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668
2024-04-25,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668
2024-04-26,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668
2024-04-29,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668
2024-04-30,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668
2024-05-01,22.96888507948185,5.531138763944373,35.030545504981035,10.74427936257308,12.862575644509835,12.862575644509835
2024-05-02,22.96888507948185,5.531138763944373,35.03054550498103,10.74427936257308,12.862575644509835,12.862575644509835
2024-05-03,22.96888507948185,5.531138763944373,35.03054550498103,10.74427936257308,12.862575644509835,12.862575644509835
2024-05-06,22.96888507948185,5.531138763944373,35.03054550498103,10.74427936257308,12.862575644509835,12.862575644509835
2024-05-07,22.96888507948185,5.531138763944373,35.03054550498103,10.74427936257308,12.862575644509835,12.862575644509835
2024-05-08,22.96888507948185,5.531138763944373,35.03054550498103,10.74427936257308,12.862575644509835,12.862575644509835
2024-05-09,22.96888507948185,5.531138763944373,35.03054550498103,10.74427936257308,12.862575644509835,12.862575644509835
2024-05-10,22.96888507948185,5.531138763944373,35.03054550498103,10.74427936257308,12.862575644509835,12.862575644509835
2024-05-13,22.96888507948185,5.531138763944373,35.03054550498103,10.74427936257308,12.862575644509835,12.862575644509835
2024-05-14,22.96888507948185,5.531138763944373,35.03054550498103,10.74427936257308,12.862575644509835,12.862575644509835
2024-05-15,22.96888507948185,5.531138763944373,35.03054550498103,10.74427936257308,12.862575644509835,12.862575644509835
2024-05-16,22.96888507948185,5.531138763944373,35.03054550498103,10.74427936257308,12.862575644509835,12.862575644509835
2024-05-17,22.96888507948185,5.531138763944373,35.03054550498103,10.74427936257308,12.862575644509835,12.862575644509835
2024-05-20,22.96888507948185,5.531138763944373,35.03054550498103,10.74427936257308,12.862575644509835,12.862575644509835
2024-05-21,22.96888507948185,5.531138763944373,35.03054550498103,10.74427936257308,12.862575644509835,12.862575644509835
2024-05-22,22.96888507948185,5.531138763944373,35.03054550498103,10.74427936257308,12.862575644509835,12.862575644509835
2024-05-23,22.96888507948185,5.531138763944373,35.03054550498103,10.74427936257308,12.862575644509835,12.862575644509835
2024-05-24,22.96888507948185,5.531138763944373,35.03054550498103,10.74427936257308,12.862575644509835,12.862575644509835
2024-05-27,22.96888507948185,5.531138763944373,35.03054550498103,10.74427936257308,12.862575644509835,12.862575644509835
2024-05-28,22.96888507948185,5.531138763944373,35.03054550498103,10.74427936257308,12.862575644509835,12.862575644509835
2024-05-29,22.96888507948185,5.531138763944373,35.03054550498103,10.74427936257308,12.862575644509835,12.862575644509835
2024-05-30,22.96888507948185,5.531138763944373,35.03054550498103,10.74427936257308,12.862575644509835,12.862575644509835
2024-05-31,22.96888507948185,5.531138763944373,35.03054550498103,10.74427936257308,12.862575644509835,12.862575644509835
2024-06-03,20.030722846505956,4.82359971860831,43.3413884925161,9.369879354282965,11.217204794043335,11.217204794043335
2024-06-04,20.030722846505956,4.82359971860831,43.3413884925161,9.369879354282965,11.217204794043335,11.217204794043335
2024-06-05,20.030722846505956,4.82359971860831,43.3413884925161,9.369879354282965,11.217204794043335,11.217204794043335
2024-06-06,20.030722846505956,4.82359971860831,43.3413884925161,9.369879354282965,11.217204794043335,11.217204794043335
2024-06-07,20.030722846505956,4.82359971860831,43.3413884925161,9.369879354282965,11.217204794043335,11.217204794043335
2024-06-10,20.030722846505956,4.82359971860831,43.3413884925161,9.369879354282965,11.217204794043335,11.217204794043335
2024-06-11,20.030722846505956,4.82359971860831,43.3413884925161,9.369879354282965,11.217204794043335,11.217204794043335
2024-06-12,20.030722846505956,4.82359971860831,43.3413884925161,9.369879354282965,11.217204794043335,11.217204794043335
2024-06-13,20.030722846505956,4.82359971860831,43.3413884925161,9.369879354282965,11.217204794043335,11.217204794043335
2024-06-14,20.030722846505956,4.82359971860831,43.3413884925161,9.369879354282965,11.217204794043335,11.217204794043335
2024-06-17,20.030722846505956,4.82359971860831,43.3413884925161,9.369879354282965,11.217204794043335,11.217204794043335
2024-06-18,20.030722846505956,4.82359971860831,43.3413884925161,9.369879354282965,11.217204794043335,11.217204794043335
2024-06-19,20.030722846505956,4.82359971860831,43.3413884925161,9.369879354282965,11.217204794043335,11.217204794043335
2024-06-20,20.030722846505956,4.82359971860831,43.3413884925161,9.369879354282965,11.217204794043335,11.217204794043335
2024-06-21,20.030722846505956,4.82359971860831,43.3413884925161,9.369879354282965,11.217204794043335,11.217204794043335
2024-06-24,20.030722846505956,4.82359971860831,43.3413884925161,9.369879354282965,11.217204794043335,11.217204794043335
2024-06-25,20.030722846505956,4.82359971860831,43.3413884925161,9.369879354282965,11.217204794043335,11.217204794043335
2024-06-26,20.030722846505956,4.82359971860831,43.3413884925161,9.369879354282965,11.217204794043335,11.217204794043335
2024-06-27,20.030722846505956,4.82359971860831,43.3413884925161,9.369879354282965,11.217204794043335,11.217204794043335
2024-06-28,20.030722846505956,4.82359971860831,43.3413884925161,9.369879354282965,11.217204794043335,11.217204794043335
2024-07-01,5.992581746080677,9.501487325330334,47.880901112833996,18.583632306709895,6.135597533773828,11.905799975271277
2024-07-02,5.992581746080677,9.501487325330334,47.880901112834,18.583632306709895,6.135597533773828,11.905799975271277
2024-07-03,5.992581746080677,9.501487325330334,47.880901112834,18.583632306709895,6.135597533773828,11.905799975271277
2024-07-04,5.992581746080677,9.501487325330334,47.880901112834,18.583632306709895,6.135597533773828,11.905799975271277
2024-07-05,5.992581746080677,9.501487325330334,47.880901112834,18.583632306709895,6.135597533773828,11.905799975271277
2024-07-08,5.992581746080677,9.501487325330334,47.880901112834,18.583632306709895,6.135597533773828,11.905799975271277
2024-07-09,5.992581746080677,9.501487325330334,47.880901112834,18.583632306709895,6.135597533773828,11.905799975271277
2024-07-10,5.992581746080677,9.501487325330334,47.880901112834,18.583632306709895,6.135597533773828,11.905799975271277
2024-07-11,5.992581746080677,9.501487325330334,47.880901112834,18.583632306709895,6.135597533773828,11.905799975271277
2024-07-12,5.992581746080677,9.501487325330334,47.880901112834,18.583632306709895,6.135597533773828,11.905799975271277
2024-07-15,5.992581746080677,9.501487325330334,47.880901112834,18.583632306709895,6.135597533773828,11.905799975271277
2024-07-16,5.992581746080677,9.501487325330334,47.880901112834,18.583632306709895,6.135597533773828,11.905799975271277
2024-07-17,5.992581746080677,9.501487325330334,47.880901112834,18.583632306709895,6.135597533773828,11.905799975271277
2024-07-18,5.992581746080677,9.501487325330334,47.880901112834,18.583632306709895,6.135597533773828,11.905799975271277
2024-07-19,5.992581746080677,9.501487325330334,47.880901112834,18.583632306709895,6.135597533773828,11.905799975271277
2024-07-22,5.992581746080677,9.501487325330334,47.880901112834,18.583632306709895,6.135597533773828,11.905799975271277
2024-07-23,5.992581746080677,9.501487325330334,47.880901112834,18.583632306709895,6.135597533773828,11.905799975271277
2024-07-24,5.992581746080677,9.501487325330334,47.880901112834,18.583632306709895,6.135597533773828,11.905799975271277
2024-07-25,5.992581746080677,9.501487325330334,47.880901112834,18.583632306709895,6.135597533773828,11.905799975271277
2024-07-26,5.992581746080677,9.501487325330334,47.880901112834,18.583632306709895,6.135597533773828,11.905799975271277
2024-07-29,5.992581746080677,9.501487325330334,47.880901112834,18.583632306709895,6.135597533773828,11.905799975271277
2024-07-30,5.992581746080677,9.501487325330334,47.880901112834,18.583632306709895,6.135597533773828,11.905799975271277
2024-07-31,5.992581746080677,9.501487325330334,47.880901112834,18.583632306709895,6.135597533773828,11.905799975271277
2024-08-01,5.992581746080677,9.501487325330334,47.880901112833996,18.583632306709895,6.135597533773828,11.905799975271277
2024-08-02,5.992581746080677,9.501487325330334,47.880901112834,18.583632306709895,6.135597533773828,11.905799975271277
2024-08-05,5.992581746080677,9.501487325330334,47.880901112834,18.583632306709895,6.135597533773828,11.905799975271277
2024-08-06,5.992581746080677,9.501487325330334,47.880901112834,18.583632306709895,6.135597533773828,11.905799975271277
2024-08-07,5.992581746080677,9.501487325330334,47.880901112834,18.583632306709895,6.135597533773828,11.905799975271277
2024-08-08,5.992581746080677,9.501487325330334,47.880901112834,18.583632306709895,6.135597533773828,11.905799975271277
2024-08-09,5.992581746080677,9.501487325330334,47.880901112834,18.583632306709895,6.135597533773828,11.905799975271277
2024-08-12,5.992581746080677,9.501487325330334,47.880901112834,18.583632306709895,6.135597533773828,11.905799975271277
2024-08-13,5.992581746080677,9.501487325330334,47.880901112834,18.583632306709895,6.135597533773828,11.905799975271277
2024-08-14,5.992581746080677,9.501487325330334,47.880901112834,18.583632306709895,6.135597533773828,11.905799975271277
2024-08-15,5.992581746080677,9.501487325330334,47.880901112834,18.583632306709895,6.135597533773828,11.905799975271277
2024-08-16,5.992581746080677,9.501487325330334,47.880901112834,18.583632306709895,6.135597533773828,11.905799975271277
2024-08-19,5.992581746080677,9.501487325330334,47.880901112834,18.583632306709895,6.135597533773828,11.905799975271277
2024-08-20,5.992581746080677,9.501487325330334,47.880901112834,18.583632306709895,6.135597533773828,11.905799975271277
2024-08-21,5.992581746080677,9.501487325330334,47.880901112834,18.583632306709895,6.135597533773828,11.905799975271277
2024-08-22,5.992581746080677,9.501487325330334,47.880901112834,18.583632306709895,6.135597533773828,11.905799975271277
2024-08-23,5.992581746080677,9.501487325330334,47.880901112834,18.583632306709895,6.135597533773828,11.905799975271277
2024-08-26,5.992581746080677,9.501487325330334,47.880901112834,18.583632306709895,6.135597533773828,11.905799975271277
2024-08-27,5.992581746080677,9.501487325330334,47.880901112834,18.583632306709895,6.135597533773828,11.905799975271277
2024-08-28,5.992581746080677,9.501487325330334,47.880901112834,18.583632306709895,6.135597533773828,11.905799975271277
2024-08-29,5.992581746080677,9.501487325330334,47.880901112834,18.583632306709895,6.135597533773828,11.905799975271277
2024-08-30,5.992581746080677,9.501487325330334,47.880901112834,18.583632306709895,6.135597533773828,11.905799975271277
2024-09-02,20.030722846505956,4.82359971860831,43.3413884925161,9.369879354282965,11.217204794043335,11.217204794043335
2024-09-03,20.030722846505956,4.82359971860831,43.3413884925161,9.369879354282965,11.217204794043335,11.217204794043335
2024-09-04,20.030722846505956,4.82359971860831,43.3413884925161,9.369879354282965,11.217204794043335,11.217204794043335
2024-09-05,20.030722846505956,4.82359971860831,43.3413884925161,9.369879354282965,11.217204794043335,11.217204794043335
2024-09-06,20.030722846505956,4.82359971860831,43.3413884925161,9.369879354282965,11.217204794043335,11.217204794043335
2024-09-09,20.030722846505956,4.82359971860831,43.3413884925161,9.369879354282965,11.217204794043335,11.217204794043335
2024-09-10,20.030722846505956,4.82359971860831,43.3413884925161,9.369879354282965,11.217204794043335,11.217204794043335
2024-09-11,20.030722846505956,4.82359971860831,43.3413884925161,9.369879354282965,11.217204794043335,11.217204794043335
2024-09-12,20.030722846505956,4.82359971860831,43.3413884925161,9.369879354282965,11.217204794043335,11.217204794043335
2024-09-13,20.030722846505956,4.82359971860831,43.3413884925161,9.369879354282965,11.217204794043335,11.217204794043335
2024-09-16,20.030722846505956,4.82359971860831,43.3413884925161,9.369879354282965,11.217204794043335,11.217204794043335
2024-09-17,20.030722846505956,4.82359971860831,43.3413884925161,9.369879354282965,11.217204794043335,11.217204794043335
2024-09-18,20.030722846505956,4.82359971860831,43.3413884925161,9.369879354282965,11.217204794043335,11.217204794043335
2024-09-19,20.030722846505956,4.82359971860831,43.3413884925161,9.369879354282965,11.217204794043335,11.217204794043335
2024-09-20,20.030722846505956,4.82359971860831,43.3413884925161,9.369879354282965,11.217204794043335,11.217204794043335
2024-09-23,20.030722846505956,4.82359971860831,43.3413884925161,9.369879354282965,11.217204794043335,11.217204794043335
2024-09-24,20.030722846505956,4.82359971860831,43.3413884925161,9.369879354282965,11.217204794043335,11.217204794043335
2024-09-25,20.030722846505956,4.82359971860831,43.3413884925161,9.369879354282965,11.217204794043335,11.217204794043335
2024-09-26,20.030722846505956,4.82359971860831,43.3413884925161,9.369879354282965,11.217204794043335,11.217204794043335
2024-09-27,20.030722846505956,4.82359971860831,43.3413884925161,9.369879354282965,11.217204794043335,11.217204794043335
2024-09-30,20.030722846505956,4.82359971860831,43.3413884925161,9.369879354282965,11.217204794043335,11.217204794043335
2024-10-01,25.01176375497377,17.57126283329813,25.121269261462494,21.600998881545898,4.929158717139357,5.765546551580342
2024-10-02,25.01176375497377,17.57126283329813,25.12126926146249,21.600998881545898,4.929158717139356,5.765546551580342
2024-10-03,25.01176375497377,17.57126283329813,25.12126926146249,21.600998881545898,4.929158717139356,5.765546551580342
2024-10-04,25.01176375497377,17.57126283329813,25.12126926146249,21.600998881545898,4.929158717139356,5.765546551580342
2024-10-07,25.01176375497377,17.57126283329813,25.12126926146249,21.600998881545898,4.929158717139356,5.765546551580342
2024-10-08,25.01176375497377,17.57126283329813,25.12126926146249,21.600998881545898,4.929158717139356,5.765546551580342
2024-10-09,25.01176375497377,17.57126283329813,25.12126926146249,21.600998881545898,4.929158717139356,5.765546551580342
2024-10-10,25.01176375497377,17.57126283329813,25.12126926146249,21.600998881545898,4.929158717139356,5.765546551580342
2024-10-11,25.01176375497377,17.57126283329813,25.12126926146249,21.600998881545898,4.929158717139356,5.765546551580342
2024-10-14,25.01176375497377,17.57126283329813,25.12126926146249,21.600998881545898,4.929158717139356,5.765546551580342
2024-10-15,25.01176375497377,17.57126283329813,25.12126926146249,21.600998881545898,4.929158717139356,5.765546551580342
2024-10-16,25.01176375497377,17.57126283329813,25.12126926146249,21.600998881545898,4.929158717139356,5.765546551580342
2024-10-17,25.01176375497377,17.57126283329813,25.12126926146249,21.600998881545898,4.929158717139356,5.765546551580342
2024-10-18,25.01176375497377,17.57126283329813,25.12126926146249,21.600998881545898,4.929158717139356,5.765546551580342
2024-10-21,25.01176375497377,17.57126283329813,25.12126926146249,21.600998881545898,4.929158717139356,5.765546551580342
2024-10-22,25.01176375497377,17.57126283329813,25.12126926146249,21.600998881545898,4.929158717139356,5.765546551580342
2024-10-23,25.01176375497377,17.57126283329813,25.12126926146249,21.600998881545898,4.929158717139356,5.765546551580342
2024-10-24,25.01176375497377,17.57126283329813,25.12126926146249,21.600998881545898,4.929158717139356,5.765546551580342
2024-10-25,25.01176375497377,17.57126283329813,25.12126926146249,21.600998881545898,4.929158717139356,5.765546551580342
2024-10-28,25.01176375497377,17.57126283329813,25.12126926146249,21.600998881545898,4.929158717139356,5.765546551580342
2024-10-29,25.01176375497377,17.57126283329813,25.12126926146249,21.600998881545898,4.929158717139356,5.765546551580342
2024-10-30,25.01176375497377,17.57126283329813,25.12126926146249,21.600998881545898,4.929158717139356,5.765546551580342
